Date,Open,High,Low,Close,Adj Close,Volume
2019-05-14,112.660004,113.480003,112.660004,113.480003,113.480003,1690
2019-05-15,113.660004,114.440002,112.300003,114.419998,114.419998,15172
2019-05-16,114.239998,116.419998,113.860001,116.419998,116.419998,3375
2019-05-17,115.839996,115.839996,114.959999,115.739998,115.739998,14667
2019-05-20,115.540001,115.779999,113.480003,113.760002,113.760002,11489
2019-05-21,114.459999,115.099998,114.379997,114.800003,114.800003,7420
2019-05-22,114.779999,115.400002,113.980003,115.019997,115.019997,5074
2019-05-23,114.160004,114.160004,112.720001,113.019997,113.019997,44208
2019-05-24,113.760002,114.099998,113.580002,113.580002,113.580002,5535
2019-05-27,114.199997,114.360001,113.879997,114.080002,114.080002,2424
2019-05-28,114.440002,114.440002,113.419998,113.639999,113.639999,15491
2019-05-29,112.620003,112.620003,111.860001,111.940002,111.940002,24594
2019-05-30,112.360001,112.599998,112.18,112.5,112.5,2995
2019-05-31,111.059998,111.059998,110.260002,110.879997,110.879997,16122
2019-06-03,110.18,111.419998,109.879997,111.419998,111.419998,26953
2019-06-04,110.760002,113.220001,110.699997,113.18,113.18,14764
2019-06-05,113.080002,113.900002,112.839996,113.260002,113.260002,15951
2019-06-06,113.239998,114.099998,112.599998,112.940002,112.940002,23701
2019-06-07,113.440002,114.32,113.199997,113.779999,113.779999,30078
2019-06-11,114.519997,115.519997,114.519997,114.879997,114.879997,9453
2019-06-12,114.379997,114.580002,114.120003,114.480003,114.480003,7347
2019-06-13,114.339996,115.32,114.339996,114.980003,114.980003,8681
2019-06-14,114.540001,114.660004,113.980003,114.339996,114.339996,3925
2019-06-17,114.519997,114.540001,114.019997,114.260002,114.260002,8896
2019-06-18,114.059998,116.739998,113.379997,116.620003,116.620003,13490
2019-06-19,116.480003,116.580002,116.300003,116.32,116.32,5304
2019-06-20,117.279999,117.459999,116.760002,116.760002,116.760002,5131
2019-06-21,116.739998,117.220001,116.519997,116.620003,116.620003,5670
2019-06-24,116.300003,116.620003,115.879997,115.879997,115.879997,9201
2019-06-25,115.459999,116.040001,115.459999,115.559998,115.559998,1654
2019-06-26,115.379997,116.32,115.239998,115.639999,115.639999,7951
2019-06-27,116.360001,116.5,115.480003,115.919998,115.919998,5478
2019-06-28,116.260002,117.139999,116.199997,117.139999,117.139999,3744
2019-07-01,119.059998,119.099998,118.360001,118.360001,118.360001,14174
2019-07-02,118.419998,118.5,118.019997,118.360001,118.360001,17948
2019-07-03,118.639999,119.32,118.639999,119.260002,119.260002,1704
2019-07-04,119.480003,119.480003,119.279999,119.360001,119.360001,2129
2019-07-05,119.260002,119.279999,118.339996,118.779999,118.779999,11749
2019-07-08,118.459999,118.779999,118.260002,118.559998,118.559998,8961
2019-07-09,117.459999,117.839996,116.919998,117.519997,117.519997,5988
2019-07-10,117.220001,117.599998,116.779999,116.919998,116.919998,4682
2019-07-11,117.199997,117.279999,116.360001,116.540001,116.540001,5443
2019-07-12,116.459999,116.699997,116.419998,116.419998,116.419998,2813
2019-07-15,116.879997,117.5,116.379997,117.040001,117.040001,12271
2019-07-16,117.18,117.5,117.019997,117.5,117.5,1520
2019-07-17,117.459999,117.459999,116.599998,116.620003,116.620003,2392
2019-07-18,115.239998,116.120003,115.239998,115.540001,115.540001,4895
2019-07-19,116.139999,116.32,115.5,115.779999,115.779999,22702
2019-07-22,115.639999,116.660004,115.639999,116.199997,116.199997,11304
2019-07-23,116.919998,118.360001,116.919998,118.059998,118.059998,12526
2019-07-24,118.18,118.519997,117.940002,118.379997,118.379997,9523
